-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.139790	2.256137	0.512852	-0.031251	0.504528	0.114794	40.969656
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.011491	-0.186352	-0.043157	-0.031251	0.504542	0.114824	40.969656
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.128913	-2.081850	-0.474366	-0.031249	0.504536	0.114827	40.991248
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.208848	-3.372079	-0.767812	-0.031251	0.504548	0.114825	40.991248
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.252001	-4.067900	-0.926099	-0.031244	0.504540	0.114812	41.013000
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.262272	-4.233323	-0.963753	-0.031252	0.504541	0.114810	41.034232
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.245949	-3.967866	-0.903171	-0.031230	0.504539	0.114832	41.056032
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.210229	-3.389780	-0.771396	-0.031248	0.504532	0.114819	41.056032
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.162605	-2.620636	-0.596207	-0.031236	0.504551	0.114831	41.097344
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.110088	-1.773693	-0.403293	-0.031254	0.504537	0.114830	41.097344
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.058595	-0.944979	-0.214652	-0.031250	0.504534	0.114820	41.097344
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.012838	-0.207802	-0.046853	-0.031248	0.504531	0.114833	41.140132
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.024208	0.389004	0.088989	-0.031251	0.504543	0.114828	41.140132
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.050960	0.820211	0.187145	-0.031248	0.504544	0.114843	41.181960
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.067120	1.081367	0.246533	-0.031246	0.504540	0.114826	41.181960
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.073503	1.184886	0.269932	-0.031246	0.504528	0.114826	41.181960
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.071710	1.155337	0.263129	-0.031255	0.504530	0.114834	41.203588
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.063669	1.024386	0.233246	-0.031254	0.504528	0.114827	41.225376
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.051479	0.826305	0.187794	-0.031262	0.504539	0.114794	41.225376
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.037116	0.594034	0.134610	-0.031253	0.504525	0.114816	41.247140
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.022272	0.356735	0.080649	-0.031243	0.504544	0.114831	41.268940
-0.210000	-0.550000	0.000000	0.000000	23.000000	-0.008571	0.137710	0.031049	-0.031253	0.504542	0.114843	41.288952
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.002914	-0.046682	-0.010652	-0.031250	0.504544	0.114838	41.310104
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.011603	-0.186726	-0.042417	-0.031257	0.504544	0.114828	41.310104
-0.210000	-0.550000	0.000000	0.000000	23.000000	0.017316	-0.278964	-0.063324	-0.031252	0.504546	0.114839	41.353036
