-8.760000	-1.740000	0.598794	0.110531	22.000000	1557.297128
-8.760000	-1.740000	0.598794	0.110531	22.000000	1557.297128
-1.530000	-0.700000	-0.914581	0.087264	22.000000	1557.428316
9.450000	-1.430000	1.768580	-0.084809	22.000000	1557.531844
3.280000	-2.010000	-2.904406	-0.018190	22.000000	1557.635568
-7.200000	-1.240000	0.702799	-0.576783	22.000000	1557.740040
0.570000	-0.610000	-1.057891	0.079012	22.000000	1557.842784
14.600000	-0.360000	2.726547	-0.043047	22.000000	1557.946692
10.130000	-0.600000	-2.418862	-0.011525	22.000000	1558.050916
-4.580000	-0.280000	-0.696140	-0.584200	22.000000	1558.154392
-4.580000	-0.280000	-0.696140	-0.584200	22.000000	1558.257880
-4.630000	0.760000	-0.465574	0.152622	22.000000	1558.257880
10.160000	2.520000	3.824420	-1.201730	23.000000	1558.361052
13.350000	0.860000	0.125496	1.097354	22.000000	1558.464816
-1.160000	-0.610000	-2.740240	-0.003793	22.000000	1558.595840
-2.000000	0.950000	-0.341880	0.172889	22.000000	1558.699956
11.320000	2.010000	3.271086	-0.027868	22.000000	1558.803024
16.700001	-0.310000	0.448731	1.044639	22.000000	1558.907164
16.700001	-0.310000	0.448731	1.044639	22.000000	1558.907164
7.070000	-1.090000	-3.393443	-0.003255	22.000000	1559.012248
-8.350000	-0.120000	0.587112	0.075287	22.000000	1559.115924
-6.800000	1.070000	-0.468422	0.148023	22.000000	1559.219164
8.010000	1.460000	3.143384	-0.075168	22.000000	1559.322148
18.000000	-0.870000	0.998732	-0.062123	22.000000	1559.453124
10.180000	-0.690000	-3.461233	0.009140	22.000000	1559.555944
10.180000	-0.690000	-3.461233	0.009140	22.000000	1559.555944
-7.300000	-1.770000	-0.469214	0.527971	22.000000	1559.659988
-7.300000	-1.770000	-0.469214	0.527971	22.000000	1559.790284
