6.260000	-1.350000	-1.887555	-0.122555	22.000000	1551.196176
6.300000	-1.180000	-1.887555	-0.122555	22.000000	1551.297556
6.470000	-1.200000	-1.887555	-0.122555	22.000000	1551.399548
6.490000	-1.470000	-1.887555	-0.122555	22.000000	1551.500832
5.740000	-1.690000	-1.887555	-0.122555	22.000000	1551.602288
1.040000	-2.980000	-2.070780	1.686976	22.000000	1551.704936
1.040000	-2.980000	-2.070780	1.686976	22.000000	1551.704936
-2.970000	-3.120000	-1.106986	0.117322	22.000000	1551.836132
-5.510000	-4.040000	3.322788	-0.119004	22.000000	1551.939548
-6.140000	-3.060000	3.322788	-0.119004	22.000000	1552.042452
-8.520000	-0.780000	-0.948940	0.153675	22.000000	1552.145304
-15.940000	-0.130000	-4.997767	0.035554	22.000000	1552.249744
-22.680000	-1.850000	-1.980354	1.711072	22.000000	1552.353548
-22.260000	-3.730000	-0.247495	1.190310	25.000000	1552.458028
-22.260000	-3.730000	-0.247495	1.190310	25.000000	1552.458028
-13.590000	-2.910000	3.659091	0.117803	29.000000	1552.562592
-0.920000	-1.350000	-1.116890	0.134317	27.000000	1552.693380
7.810000	0.520000	4.510869	-1.283811	26.000000	1552.796360
15.470000	3.180000	3.443680	-1.143798	23.000000	1552.900400
15.470000	3.180000	3.443680	-1.143798	23.000000	1552.900400
22.260000	5.600000	-0.341983	-0.532531	23.000000	1553.031312
25.000000	5.970000	1.697973	0.005238	22.000000	1553.135064
20.879999	4.440000	-1.369286	1.766035	23.000000	1553.238280
7.040000	2.070000	-3.624159	1.144589	23.000000	1553.369580
-3.580000	0.680000	2.162679	-0.103093	23.000000	1553.473180
-12.900000	-0.330000	0.712273	-0.079317	23.000000	1553.577372
-12.900000	-0.330000	0.712273	-0.079317	25.000000	1553.681608
-21.780001	-0.880000	-3.287290	-0.058934	25.000000	1553.681608
-25.000000	-0.140000	-3.060916	0.130674	28.000000	1553.785420
-25.000000	1.600000	-0.907203	-0.700618	31.000000	1553.916496
-25.000000	3.140000	1.225921	-0.734509	34.000000	1554.019524
-24.230000	2.020000	0.550380	-0.242407	34.000000	1554.123160
-20.059999	0.800000	2.310462	-0.114703	34.000000	1554.227060
-20.059999	0.800000	2.310462	-0.114703	34.000000	1554.227060
-12.000000	-0.110000	3.849506	-0.122276	34.000000	1554.358588
-4.970000	-1.720000	4.679507	-0.195750	31.000000	1554.462160
2.120000	-2.340000	-0.779364	-0.043140	29.000000	1554.565392
9.130000	-1.920000	4.210636	0.041977	29.000000	1554.669744
15.510000	-1.110000	3.911265	0.089146	25.000000	1554.773528
21.780001	0.840000	3.007075	-1.218814	25.000000	1554.877464
25.000000	2.960000	1.798526	-0.545762	25.000000	1554.981784
25.000000	2.960000	1.798526	-0.545762	25.000000	1554.981784
23.090000	2.950000	-1.647637	0.637328	25.000000	1555.112784
14.690000	1.390000	-2.844154	0.571025	26.000000	1555.216324
5.340000	0.540000	-2.281019	0.005005	25.000000	1555.347752
-4.810000	0.520000	-3.325227	0.015727	25.000000	1555.452060
-4.810000	0.520000	-3.325227	0.015727	23.000000	1555.555556
-14.200000	0.890000	0.760596	-0.645507	23.000000	1555.555556
-19.680000	0.890000	0.399182	-0.028678	27.000000	1555.658708
-21.100000	1.120000	0.036191	0.051135	28.000000	1555.762268
-19.490000	1.210000	-0.375680	-0.053667	29.000000	1555.864236
-7.300000	2.670000	-1.224740	0.852050	27.000000	1555.995560
3.810000	0.590000	3.521392	0.481930	26.000000	1556.100120
11.490000	0.940000	2.156708	-1.282367	24.000000	1556.203980
11.490000	0.940000	2.156708	-1.282367	24.000000	1556.203980
8.660000	1.980000	-1.519479	-0.639048	24.000000	1556.308040
-1.530000	0.620000	-3.047984	0.502174	22.000000	1556.411992
-2.890000	-1.310000	0.469133	0.471341	22.000000	1556.515684
7.720000	-2.050000	1.768159	-0.060330	22.000000	1556.646972
5.820000	-1.760000	-2.023833	0.009344	22.000000	1556.751708
-4.710000	-1.610000	-2.315812	0.008851	22.000000	1556.855796
-4.710000	-1.610000	-2.315812	0.008851	22.000000	1556.855796
3.470000	-1.450000	3.282491	0.010795	22.000000	1556.986804
9.800000	-2.390000	0.358500	0.510393	22.000000	1557.091160
0.680000	-3.100000	-3.426435	-0.016400	22.000000	1557.193492
